Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-07086558,2026-03-12 10:36:00,+886-903-889-051,"假投資,保證獲利",8,1656906,大專院校,1
UID-990fc11f,2026-03-12 13:31:00,+886-905-651-879,"債務不履行,退款延遲",2,0,學生,0
UID-eef30981,2026-03-12 12:49:00,+886-901-661-020,"網路購物詐騙,解除分期付款",972,21415,大專院校,1
UID-fb48da42,2026-03-12 17:32:00,+886-905-680-814,"一般客訴,服務態度",2,500,高中職以下,0
UID-6c83157e,2026-03-13 02:54:00,+886-903-887-046,"假投資,虛擬貨幣,高報酬",16,2148733,碩博士,1
UID-2042df73,2026-03-12 14:21:00,+886-902-134-426,"假扣押財產,面交黃金白銀",1,3171311,70+ 長者,1
UID-4125de0f,2026-03-12 11:03:00,+886-902-102-877,"假冒郵局,普發現金冒領",3,787960,70+ 長者,1
UID-c0f56f45,2026-03-12 12:41:00,+886-902-168-195,"假檢警,監管帳戶",2,2651754,碩博士,1
UID-00ad2330,2026-03-12 09:41:00,+886-905-662-405,"交易糾紛,商品瑕疵",2,15000,上班族,0
UID-fd47baa6,2026-03-12 18:29:00,+886-905-483-880,"一般客訴,服務態度",2,3000,學生,0
UID-b1cbb7c2,2026-03-12 23:54:00,+886-904-252-099,"殺豬盤,平台無法出金",8,70858,學生,1
UID-776eea35,2026-03-12 10:14:00,+886-902-152-767,"假扣押財產,面交黃金白銀",3,7409693,50-69 中高齡,1
UID-b06e3a8c,2026-03-13 02:36:00,+886-903-882-001,"假投資,資金盤",20,675798,50-69 中高齡,1
UID-aa9fff5a,2026-03-13 05:43:00,+886-905-710-751,"司法文書送達,正常公務",2,3000,50-69 中高齡,0
UID-32b5c018,2026-03-13 05:38:00,+886-905-442-310,"司法文書送達,正常公務",2,0,高中職以下,0
UID-3b260dae,2026-03-12 20:12:00,+886-903-880-065,"假投資,虛擬貨幣,高報酬",5,4862516,上班族,1
UID-b4ac33f1,2026-03-13 01:31:00,+886-905-541-790,"司法文書送達,正常公務",1,500,上班族,0
UID-9d90afa1,2026-03-13 02:57:00,+886-904-486-026,"殺豬盤,平台無法出金",17,143865,大專院校,1
UID-f6994687,2026-03-12 12:14:00,+886-901-186-028,"網路購物詐騙,假賣場",895,13380,學生,1
UID-0c50c793,2026-03-12 12:44:00,+886-901-778-012,"網路購物詐騙,假賣場",225,31799,上班族,1
UID-da0cf2aa,2026-03-12 09:57:00,+886-904-189-060,"殺豬盤,平台無法出金",6,126925,學生,1
UID-d9a772a0,2026-03-12 20:41:00,+886-901-449-045,"網路購物詐騙,假賣場",205,24937,高中職以下,1
UID-ab23c3d5,2026-03-12 17:35:00,+886-901-421-032,"網路購物詐騙,假賣場",278,13589,高中職以下,1
UID-8df5d07d,2026-03-12 15:08:00,+886-901-430-036,"網路購物詐騙,ATM操作",215,37718,大專院校,1
UID-188f1ddd,2026-03-13 00:28:00,+886-903-887-045,"假投資,虛擬貨幣,高報酬",8,2276917,碩博士,1
UID-207dbae1,2026-03-12 20:59:00,+886-904-449-080,"殺豬盤,平台無法出金",4,146359,上班族,1
UID-e0edf45f,2026-03-12 12:53:00,+886-903-887-043,"假投資,虛擬貨幣,高報酬",20,3838317,碩博士,1
UID-8ae4118f,2026-03-13 08:29:00,+886-903-881-009,"假投資,資金盤",12,4142045,大專院校,1
UID-0ec3770d,2026-03-12 15:29:00,+886-901-929-009,"網路購物詐騙,假賣場",25654,26633,學生,1
UID-dcf0bed7,2026-03-12 20:48:00,+886-902-110-258,"假冒郵局,普發現金冒領",1,5128504,70+ 長者,1
UID-351996de,2026-03-13 07:53:00,+886-901-373-012,"網路購物詐騙,解除分期付款",549,20139,大專院校,1
UID-e974b8ab,2026-03-13 07:57:00,+886-905-386-870,"司法文書送達,正常公務",1,15000,上班族,0
UID-739a939a,2026-03-12 20:07:00,+886-905-833-620,"交易糾紛,商品瑕疵",1,0,學生,0
UID-73c265a4,2026-03-12 19:04:00,+886-901-945-005,"網路購物詐騙,ATM操作",219,23940,高中職以下,1
UID-0ceec990,2026-03-12 21:54:00,+886-903-886-012,"假投資,虛擬貨幣,高報酬",9,2684109,上班族,1
UID-437cdd8a,2026-03-12 17:49:00,+886-904-702-014,"Threads廣告,假兼職",23,77179,上班族,1
UID-a9cb3ceb,2026-03-13 01:22:00,+886-905-122-596,"交易糾紛,商品瑕疵",2,15000,上班族,0
UID-79562aec,2026-03-12 09:02:00,+886-999-999-999,"機器人測試,惡意灌水",8834,0,未知,0
UID-f3e34e49,2026-03-13 04:15:00,+886-903-885-001,"假投資,資金盤",20,4138228,碩博士,1
UID-8bc269c3,2026-03-13 03:22:00,+886-904-502-046,"Threads廣告,假兼職",30,47000,上班族,1
UID-0c365bb2,2026-03-12 22:43:00,+886-901-123-050,"網路購物詐騙,假賣場",247,10861,大專院校,1
UID-f940c6ba,2026-03-13 03:42:00,+886-902-104-674,"假檢警,監管帳戶",3,5807004,碩博士,1
UID-4ec7dd92,2026-03-12 14:35:00,+886-904-221-074,"網路交友,要求儲值,點數卡",21,7826,學生,1
UID-c7598efd,2026-03-13 01:17:00,+886-905-814-712,"一般客訴,服務態度",1,15000,高中職以下,0
UID-78056d36,2026-03-12 13:34:00,+886-902-123-625,"假冒郵局,普發現金冒領",2,7987256,50-69 中高齡,1
UID-b9d257c9,2026-03-12 11:12:00,+886-905-676-604,"正常投資諮詢,理財規劃",1,3000,大專院校,0
UID-b4dad2cc,2026-03-13 00:14:00,+886-902-156-191,"假冒郵局,普發現金冒領",3,4949368,70+ 長者,1
UID-36b0f300,2026-03-12 11:13:00,+886-905-235-746,"正常投資諮詢,理財規劃",1,15000,學生,0
UID-1f524735,2026-03-12 11:57:00,+886-901-825-038,"網路購物詐騙,解除分期付款",308,30922,大專院校,1
UID-147b478f,2026-03-13 02:15:00,+886-904-287-002,"網路交友,要求儲值,點數卡",16,99975,碩博士,1
UID-713d1cef,2026-03-13 02:54:00,+886-905-640-529,"一般客訴,服務態度",1,0,50-69 中高齡,0
UID-6ed1928e,2026-03-12 15:12:00,+886-901-831-017,"網路購物詐騙,假賣場",301,13480,上班族,1
UID-388ae805,2026-03-12 14:52:00,+886-905-922-862,"交易糾紛,商品瑕疵",2,0,70+ 長者,0
UID-ac888553,2026-03-13 08:00:00,+886-902-118-142,"假冒郵局,普發現金冒領",2,3954713,碩博士,1
UID-bf6337cd,2026-03-12 17:55:00,+886-902-125-888,"假員警,偵查不公開",1,4125141,70+ 長者,1
UID-47e7d720,2026-03-12 16:17:00,+886-903-888-058,"假投資,內線交易,VIP通道",13,1653561,50-69 中高齡,1
UID-7151b686,2026-03-12 19:26:00,+886-901-966-033,"幽靈包裹,超商取貨",157,26981,上班族,1
UID-1d076110,2026-03-12 16:36:00,+886-904-776-060,"Threads廣告,假兼職",5,32688,學生,1
UID-1e8ec293,2026-03-12 21:41:00,+886-903-883-074,"假投資,保證獲利",19,2843174,上班族,1
UID-b1b40ca9,2026-03-12 22:46:00,+886-901-109-032,"幽靈包裹,超商取貨",573,21797,學生,1
UID-74980bd6,2026-03-13 03:02:00,+886-902-148-321,"假檢警,監管帳戶",1,792002,70+ 長者,1
UID-98d29294,2026-03-13 05:29:00,+886-903-882-004,"假投資,保證獲利",11,691684,50-69 中高齡,1
UID-87068f48,2026-03-13 08:36:00,+886-901-559-032,"網路購物詐騙,假賣場",157,33374,大專院校,1
UID-666bd4bd,2026-03-12 19:26:00,+886-902-142-339,"假扣押財產,面交黃金白銀",3,1931463,50-69 中高齡,1
UID-dca764e5,2026-03-12 23:02:00,+886-901-650-003,"網路購物詐騙,解除分期付款",170,35802,上班族,1
UID-6f0e8f84,2026-03-13 00:45:00,+886-903-889-042,"假投資,資金盤",5,802786,碩博士,1
UID-fa6af848,2026-03-13 05:17:00,+886-905-454-318,"一般客訴,服務態度",1,15000,碩博士,0
UID-67be8d9d,2026-03-12 21:43:00,+886-903-883-075,"假投資,資金盤",6,2771045,上班族,1
UID-abbcefb9,2026-03-13 02:39:00,+886-905-318-510,"司法文書送達,正常公務",1,500,50-69 中高齡,0
UID-fd099dd6,2026-03-13 07:03:00,+886-903-880-070,"假投資,內線交易,VIP通道",13,2689106,碩博士,1
UID-ecc22a11,2026-03-13 00:53:00,+886-902-200-433,"假檢警,監管帳戶",2,657979,70+ 長者,1
UID-a6de08ef,2026-03-12 19:08:00,+886-903-885-097,"假投資,虛擬貨幣,高報酬",7,4518581,50-69 中高齡,1
UID-fdf1bd86,2026-03-12 17:35:00,+886-901-383-049,"幽靈包裹,超商取貨",155,29519,學生,1
UID-d255b788,2026-03-13 06:32:00,+886-905-127-173,"一般客訴,服務態度",2,15000,碩博士,0
UID-4a1526ab,2026-03-12 21:52:00,+886-905-616-799,"一般客訴,服務態度",1,15000,高中職以下,0
UID-c7ceacec,2026-03-12 16:56:00,+886-905-467-489,"一般客訴,服務態度",1,0,高中職以下,0
UID-ac6516a2,2026-03-12 14:36:00,+886-903-882-097,"假投資,虛擬貨幣,高報酬",11,2196336,上班族,1
UID-48107c08,2026-03-13 03:25:00,+886-903-886-017,"假投資,資金盤",7,2395465,碩博士,1
UID-a0042ec9,2026-03-13 01:28:00,+886-903-884-092,"假投資,虛擬貨幣,高報酬",19,201940,大專院校,1
UID-6e3198bb,2026-03-13 06:34:00,+886-905-882-972,"正常投資諮詢,理財規劃",2,0,70+ 長者,0
UID-cb9cdd30,2026-03-12 09:50:00,+886-905-484-606,"司法文書送達,正常公務",2,3000,上班族,0
UID-30808dc7,2026-03-12 13:23:00,+886-905-120-451,"一般客訴,服務態度",1,15000,碩博士,0
UID-f2c6af8c,2026-03-12 23:40:00,+886-901-701-005,"網路購物詐騙,假賣場",326,42842,高中職以下,1
UID-1b88b5e1,2026-03-13 01:57:00,+886-903-885-040,"假投資,資金盤",12,3991996,上班族,1
UID-97edc2e2,2026-03-12 19:45:00,+886-905-733-663,"一般客訴,服務態度",2,0,上班族,0
UID-eec8cea9,2026-03-12 09:04:00,+886-999-999-999,"機器人測試,惡意灌水",10032,0,未知,0
UID-45bd990b,2026-03-13 06:01:00,+886-904-284-070,"Threads廣告,假兼職",17,82545,大專院校,1
UID-448b2521,2026-03-13 05:26:00,+886-905-479-163,"一般客訴,服務態度",2,500,上班族,0
UID-2b3a2178,2026-03-12 09:27:00,+886-903-888-008,"假投資,保證獲利",18,2491050,碩博士,1
UID-1c72c989,2026-03-13 05:05:00,+886-903-881-069,"假投資,內線交易,VIP通道",14,1345751,碩博士,1
UID-f4f1253c,2026-03-12 09:29:00,+886-905-131-835,"交易糾紛,商品瑕疵",1,0,大專院校,0
UID-335d14fd,2026-03-12 15:52:00,+886-903-888-060,"假投資,內線交易,VIP通道",10,1969646,上班族,1
UID-9022b166,2026-03-13 02:39:00,+886-904-720-091,"網路交友,AI濾鏡假冒",17,136571,學生,1
UID-0fed08e9,2026-03-12 15:45:00,+886-905-394-578,"一般客訴,服務態度",2,15000,學生,0
UID-c5572a6b,2026-03-13 03:38:00,+886-901-208-018,"網路購物詐騙,解除分期付款",312,29632,大專院校,1
UID-5354f978,2026-03-12 17:40:00,+886-902-160-671,"假員警,偵查不公開",3,7319598,70+ 長者,1
UID-16dfd56a,2026-03-12 22:15:00,+886-905-779-316,"債務不履行,退款延遲",1,3000,50-69 中高齡,0
UID-1db6a1b8,2026-03-12 16:38:00,+886-905-216-309,"一般客訴,服務態度",1,15000,上班族,0
UID-55338157,2026-03-12 22:01:00,+886-904-583-061,"網路交友,要求儲值,點數卡",21,24156,大專院校,1
UID-240b3244,2026-03-12 23:22:00,+886-903-888-086,"假投資,保證獲利",6,3971449,50-69 中高齡,1
UID-00e52da6,2026-03-12 17:43:00,+886-902-130-450,"假員警,偵查不公開",1,5739929,70+ 長者,1
UID-6a436c94,2026-03-12 22:40:00,+886-902-199-974,"假檢警,監管帳戶",3,1132836,70+ 長者,1
UID-4a51f0d4,2026-03-12 17:16:00,+886-902-195-618,"假員警,偵查不公開",3,3406498,70+ 長者,1
UID-2a562aaf,2026-03-12 09:16:00,+886-905-198-868,"交易糾紛,商品瑕疵",1,3000,70+ 長者,0
UID-d5a4012b,2026-03-12 17:53:00,+886-905-409-472,"一般客訴,服務態度",1,15000,碩博士,0
UID-3847c991,2026-03-13 05:17:00,+886-902-166-791,"假員警,偵查不公開",3,4422768,70+ 長者,1
UID-8317db43,2026-03-12 18:50:00,+886-905-173-677,"司法文書送達,正常公務",2,3000,高中職以下,0
UID-64f97a6f,2026-03-12 10:11:00,+886-903-886-059,"假投資,資金盤",18,3285630,50-69 中高齡,1
UID-bca592a7,2026-03-12 19:00:00,+886-901-227-025,"幽靈包裹,超商取貨",981,36931,大專院校,1
UID-01178694,2026-03-13 06:26:00,+886-904-826-013,"Threads廣告,假兼職",27,149662,碩博士,1
UID-697bd7f4,2026-03-13 02:32:00,+886-902-131-875,"假扣押財產,面交黃金白銀",1,2199615,50-69 中高齡,1
UID-b8f0ea0c,2026-03-12 23:14:00,+886-901-774-044,"網路購物詐騙,ATM操作",291,24667,大專院校,1
UID-546bc723,2026-03-12 22:20:00,+886-901-574-004,"網路購物詐騙,解除分期付款",215,28896,高中職以下,1
UID-9a3c7733,2026-03-12 14:42:00,+886-903-888-064,"假投資,虛擬貨幣,高報酬",6,4238939,碩博士,1
UID-0942f761,2026-03-13 08:32:00,+886-905-740-379,"一般客訴,服務態度",1,3000,學生,0
UID-e47b0a54,2026-03-13 05:51:00,+886-905-351-845,"司法文書送達,正常公務",1,15000,碩博士,0
UID-fa67253e,2026-03-13 00:49:00,+886-903-886-063,"假投資,內線交易,VIP通道",19,4048139,碩博士,1
UID-877421fc,2026-03-12 13:15:00,+886-903-885-035,"假投資,虛擬貨幣,高報酬",11,729078,50-69 中高齡,1
UID-ec22ff88,2026-03-12 13:59:00,+886-905-388-928,"正常投資諮詢,理財規劃",1,500,70+ 長者,0
UID-3d61c845,2026-03-12 15:29:00,+886-905-100-786,"交易糾紛,商品瑕疵",1,15000,50-69 中高齡,0
UID-43ea427b,2026-03-13 05:49:00,+886-901-315-022,"幽靈包裹,超商取貨",2995,2143,上班族,1
UID-42b8be2d,2026-03-13 06:27:00,+886-905-922-450,"交易糾紛,商品瑕疵",1,500,高中職以下,0
UID-1e9872d8,2026-03-13 03:29:00,+886-902-155-225,"假員警,偵查不公開",2,2053040,70+ 長者,1
UID-60315a6c,2026-03-12 15:02:00,+886-903-884-056,"假投資,保證獲利",9,3109206,碩博士,1
UID-83142048,2026-03-12 19:18:00,+886-901-947-020,"網路購物詐騙,解除分期付款",179,33928,高中職以下,1
UID-588fcaa1,2026-03-12 15:06:00,+886-903-884-089,"假投資,保證獲利",10,2841692,上班族,1
UID-949685d5,2026-03-13 06:39:00,+886-903-889-029,"假投資,內線交易,VIP通道",15,1055231,上班族,1
UID-61d42a3c,2026-03-12 19:28:00,+886-905-945-692,"正常投資諮詢,理財規劃",1,15000,高中職以下,0
UID-6102147d,2026-03-12 18:49:00,+886-905-495-630,"司法文書送達,正常公務",1,3000,碩博士,0
UID-97ff97a9,2026-03-12 17:22:00,+886-903-884-094,"假投資,保證獲利",10,1189259,上班族,1
UID-14bf5dfe,2026-03-13 02:53:00,+886-901-567-034,"幽靈包裹,超商取貨",150,2246,高中職以下,1
UID-7a0b03b6,2026-03-12 16:34:00,+886-905-728-220,"一般客訴,服務態度",1,15000,碩博士,0
UID-de738f21,2026-03-12 15:53:00,+886-903-885-051,"假投資,保證獲利",10,3507239,碩博士,1
UID-1b97a987,2026-03-12 14:33:00,+886-902-128-775,"假扣押財產,面交黃金白銀",2,760350,碩博士,1
UID-dc1ea3ed,2026-03-13 02:39:00,+886-901-179-041,"網路購物詐騙,ATM操作",839,16390,高中職以下,1
UID-6ac82f28,2026-03-12 18:07:00,+886-905-369-834,"債務不履行,退款延遲",1,15000,高中職以下,0
UID-4240cc35,2026-03-13 07:48:00,+886-903-886-089,"假投資,資金盤",17,675804,上班族,1
UID-63f14e50,2026-03-12 20:29:00,+886-903-883-090,"假投資,保證獲利",18,3367248,上班族,1
UID-c0d32275,2026-03-13 06:27:00,+886-905-526-229,"正常投資諮詢,理財規劃",1,15000,50-69 中高齡,0
UID-37dc4dbd,2026-03-12 12:25:00,+886-902-123-180,"假檢警,監管帳戶",1,6412465,50-69 中高齡,1
UID-4399d255,2026-03-13 00:31:00,+886-901-844-034,"網路購物詐騙,假賣場",213,44860,學生,1
UID-71c23bbd,2026-03-12 22:53:00,+886-902-156-711,"假扣押財產,面交黃金白銀",2,3406147,碩博士,1
UID-e60f7cbd,2026-03-12 09:06:00,+886-999-999-999,"機器人測試,惡意灌水",14142,0,未知,0
UID-713bcea8,2026-03-12 22:18:00,+886-903-882-009,"假投資,保證獲利",8,1974674,50-69 中高齡,1
UID-38ae0239,2026-03-13 02:11:00,+886-905-320-282,"一般客訴,服務態度",1,0,上班族,0
UID-7bca6978,2026-03-12 19:44:00,+886-903-881-008,"假投資,資金盤",10,3641984,大專院校,1
UID-60489ad2,2026-03-12 16:49:00,+886-902-153-916,"假冒郵局,普發現金冒領",1,3091612,70+ 長者,1
UID-e14412f6,2026-03-12 17:41:00,+886-901-762-032,"網路購物詐騙,ATM操作",176,34815,學生,1
UID-0eb595dc,2026-03-13 08:46:00,+886-904-690-004,"Threads廣告,假兼職",14,33283,碩博士,1
UID-51cbedd8,2026-03-12 13:56:00,+886-903-881-028,"假投資,內線交易,VIP通道",7,3618070,上班族,1
UID-169decf1,2026-03-13 06:08:00,+886-905-301-494,"司法文書送達,正常公務",1,0,50-69 中高齡,0
UID-8d689e8a,2026-03-13 00:11:00,+886-903-883-055,"假投資,保證獲利",8,4636367,碩博士,1
UID-f9510fbd,2026-03-13 01:28:00,+886-903-889-049,"假投資,內線交易,VIP通道",17,3489227,50-69 中高齡,1
UID-c1bb70a8,2026-03-12 17:45:00,+886-901-594-028,"網路購物詐騙,假賣場",655,8437,高中職以下,1
UID-dbd20f5a,2026-03-12 21:43:00,+886-901-621-006,"幽靈包裹,超商取貨",566,11005,學生,1
UID-856ac320,2026-03-12 10:42:00,+886-905-882-543,"一般客訴,服務態度",1,500,上班族,0
UID-88cd7229,2026-03-13 00:12:00,+886-903-886-051,"假投資,保證獲利",15,552972,碩博士,1
UID-1d43a044,2026-03-12 18:58:00,+886-901-382-019,"幽靈包裹,超商取貨",218,5105,高中職以下,1
UID-2b0b3c21,2026-03-12 09:04:00,+886-999-999-999,"機器人測試,惡意灌水",12044,0,未知,0
UID-431e0fc4,2026-03-12 13:44:00,+886-904-250-025,"網路交友,要求儲值,點數卡",17,149776,學生,1
UID-798effeb,2026-03-12 09:03:00,+886-999-999-999,"機器人測試,惡意灌水",14064,0,未知,0
UID-bc0f5a87,2026-03-12 21:47:00,+886-903-886-028,"假投資,保證獲利",17,2336428,碩博士,1
UID-46dc9c29,2026-03-12 15:44:00,+886-903-883-077,"假投資,虛擬貨幣,高報酬",7,265888,上班族,1
UID-96f1899f,2026-03-12 12:45:00,+886-901-644-005,"網路購物詐騙,ATM操作",753,8369,學生,1
UID-3ddbc941,2026-03-12 19:06:00,+886-901-535-049,"幽靈包裹,超商取貨",4291,13491,大專院校,1
UID-4ad7fb93,2026-03-13 02:05:00,+886-902-200-914,"假檢警,監管帳戶",1,4993064,50-69 中高齡,1
UID-7db0d0ee,2026-03-13 01:10:00,+886-901-340-022,"網路購物詐騙,解除分期付款",320,26034,大專院校,1
UID-9306f448,2026-03-13 02:24:00,+886-901-457-021,"網路購物詐騙,解除分期付款",231,6543,學生,1
UID-bd0abf22,2026-03-12 22:18:00,+886-904-592-072,"Threads廣告,假兼職",7,67615,碩博士,1
UID-40ec790c,2026-03-13 06:20:00,+886-901-617-025,"網路購物詐騙,ATM操作",180,23119,上班族,1
UID-eff0f106,2026-03-12 16:51:00,+886-903-886-039,"假投資,內線交易,VIP通道",5,1636541,上班族,1
UID-5a1e208a,2026-03-12 22:02:00,+886-903-883-035,"假投資,虛擬貨幣,高報酬",16,2956170,50-69 中高齡,1
UID-d1074f30,2026-03-13 00:45:00,+886-903-883-036,"假投資,資金盤",6,4725036,上班族,1
UID-fc2e01f8,2026-03-12 18:05:00,+886-905-913-431,"交易糾紛,商品瑕疵",1,15000,高中職以下,0
UID-89bc841f,2026-03-12 18:04:00,+886-905-915-823,"正常投資諮詢,理財規劃",1,0,高中職以下,0
UID-849f1838,2026-03-12 11:41:00,+886-905-391-543,"債務不履行,退款延遲",1,15000,70+ 長者,0
UID-4f34f172,2026-03-13 05:21:00,+886-901-497-035,"網路購物詐騙,解除分期付款",167,4718,上班族,1
UID-3412c34f,2026-03-13 06:57:00,+886-905-635-815,"正常投資諮詢,理財規劃",1,500,學生,0
UID-490c22c3,2026-03-12 11:48:00,+886-904-353-062,"網路交友,AI濾鏡假冒",14,108865,碩博士,1
UID-ee5e008a,2026-03-13 01:07:00,+886-901-219-050,"網路購物詐騙,解除分期付款",172,18926,大專院校,1
UID-2fa2f053,2026-03-12 13:19:00,+886-901-462-026,"網路購物詐騙,ATM操作",241,34169,上班族,1
UID-685cc1f3,2026-03-12 09:09:00,+886-999-999-999,"機器人測試,惡意灌水",10507,0,未知,0
UID-118f5e6c,2026-03-13 04:13:00,+886-903-886-039,"假投資,內線交易,VIP通道",17,4233103,上班族,1
UID-1bcb4bdb,2026-03-12 19:19:00,+886-903-888-087,"假投資,保證獲利",11,2098787,碩博士,1
UID-8578d0bb,2026-03-12 10:49:00,+886-905-807-337,"司法文書送達,正常公務",2,3000,上班族,0
UID-5b122be7,2026-03-12 17:25:00,+886-903-887-074,"假投資,內線交易,VIP通道",18,142872,碩博士,1
UID-9f84ac41,2026-03-13 00:50:00,+886-903-889-022,"假投資,資金盤",12,1864246,上班族,1
UID-04aca54c,2026-03-12 18:05:00,+886-905-492-922,"正常投資諮詢,理財規劃",1,0,高中職以下,0
UID-f7b6515e,2026-03-12 21:48:00,+886-905-989-425,"一般客訴,服務態度",1,3000,高中職以下,0
UID-423b9b0f,2026-03-13 09:00:00,+886-903-887-002,"假投資,資金盤",8,2581562,上班族,1
UID-dd8569e7,2026-03-13 07:26:00,+886-905-260-671,"一般客訴,服務態度",2,3000,上班族,0
UID-017aa21f,2026-03-13 07:51:00,+886-903-885-013,"假投資,虛擬貨幣,高報酬",7,3079259,上班族,1
UID-c93d69e5,2026-03-12 22:54:00,+886-903-889-056,"假投資,保證獲利",18,1366097,碩博士,1
UID-16fece01,2026-03-12 10:10:00,+886-902-174-746,"假檢警,監管帳戶",2,6422358,70+ 長者,1
UID-87911df4,2026-03-12 22:53:00,+886-902-158-160,"假檢警,監管帳戶",2,6501949,50-69 中高齡,1
UID-aca867be,2026-03-12 10:29:00,+886-902-195-409,"假扣押財產,面交黃金白銀",2,1729964,70+ 長者,1
UID-30a52675,2026-03-13 08:19:00,+886-903-885-041,"假投資,保證獲利",10,1430574,大專院校,1
UID-9c652678,2026-03-12 21:04:00,+886-903-882-075,"假投資,保證獲利",14,4638656,上班族,1
UID-f4d2d23c,2026-03-13 08:22:00,+886-901-660-010,"網路購物詐騙,ATM操作",737,32839,上班族,1
UID-bdb17ab5,2026-03-13 07:39:00,+886-905-736-682,"交易糾紛,商品瑕疵",1,15000,70+ 長者,0
UID-6b779f6a,2026-03-13 07:30:00,+886-905-312-728,"一般客訴,服務態度",1,0,70+ 長者,0
UID-1f47c7d7,2026-03-12 21:49:00,+886-905-862-507,"司法文書送達,正常公務",1,15000,上班族,0
UID-3f132b5f,2026-03-12 12:18:00,+886-904-749-028,"網路交友,要求儲值,點數卡",3,56597,學生,1
UID-b94387d3,2026-03-12 14:29:00,+886-905-792-768,"正常投資諮詢,理財規劃",2,0,學生,0
UID-e64ba961,2026-03-12 11:32:00,+886-901-743-007,"網路購物詐騙,ATM操作",190,30834,上班族,1
UID-3de8de7d,2026-03-13 05:52:00,+886-903-889-054,"假投資,保證獲利",19,4909888,50-69 中高齡,1
UID-2ec93037,2026-03-13 07:44:00,+886-904-321-064,"網路交友,AI濾鏡假冒",22,11583,碩博士,1
UID-08e110d7,2026-03-12 16:05:00,+886-905-377-683,"交易糾紛,商品瑕疵",1,0,學生,0
UID-7cd01a33,2026-03-12 09:58:00,+886-905-245-375,"一般客訴,服務態度",1,500,高中職以下,0
UID-061acb74,2026-03-12 19:30:00,+886-905-855-243,"司法文書送達,正常公務",1,0,學生,0
UID-08b0149e,2026-03-12 10:29:00,+886-905-285-969,"司法文書送達,正常公務",1,15000,50-69 中高齡,0
UID-b0098703,2026-03-12 11:32:00,+886-901-483-019,"網路購物詐騙,解除分期付款",259,8705,大專院校,1
UID-90777643,2026-03-12 09:06:00,+886-905-969-454,"正常投資諮詢,理財規劃",1,500,碩博士,0
UID-08b26f6d,2026-03-12 13:18:00,+886-901-158-035,"網路購物詐騙,解除分期付款",188,44860,上班族,1
UID-f3adb2ec,2026-03-12 13:26:00,+886-901-392-039,"網路購物詐騙,解除分期付款",179,30632,學生,1
UID-7e4822de,2026-03-13 08:46:00,+886-901-848-003,"網路購物詐騙,解除分期付款",597,21923,上班族,1
UID-60ddb456,2026-03-13 04:23:00,+886-905-205-113,"正常投資諮詢,理財規劃",2,3000,學生,0
UID-44e148b9,2026-03-12 17:31:00,+886-901-429-020,"網路購物詐騙,假賣場",170,4766,高中職以下,1
UID-052ba383,2026-03-13 06:57:00,+886-905-479-764,"一般客訴,服務態度",1,3000,大專院校,0
UID-8e5b4a99,2026-03-13 00:39:00,+886-903-883-086,"假投資,虛擬貨幣,高報酬",7,826847,上班族,1
UID-e4dc9c06,2026-03-12 21:23:00,+886-904-859-021,"網路交友,AI濾鏡假冒",4,116030,學生,1
UID-06bf6953,2026-03-12 09:41:00,+886-902-131-479,"假冒郵局,普發現金冒領",3,4612851,70+ 長者,1
UID-17bd6dfb,2026-03-12 15:49:00,+886-901-654-045,"網路購物詐騙,假賣場",288,27288,學生,1
UID-f35037d9,2026-03-12 16:13:00,+886-903-889-075,"假投資,內線交易,VIP通道",14,1662987,50-69 中高齡,1
UID-ea4275d0,2026-03-12 19:00:00,+886-905-985-907,"債務不履行,退款延遲",1,15000,上班族,0
UID-e6ce6988,2026-03-12 20:14:00,+886-905-210-898,"一般客訴,服務態度",2,3000,上班族,0
UID-6cb8b87c,2026-03-12 19:07:00,+886-905-201-322,"交易糾紛,商品瑕疵",1,500,70+ 長者,0
UID-d6cf57d0,2026-03-13 07:00:00,+886-903-882-088,"假投資,虛擬貨幣,高報酬",17,2522083,上班族,1
UID-50be1820,2026-03-13 02:34:00,+886-902-173-212,"假員警,偵查不公開",3,4801112,70+ 長者,1
UID-4905c710,2026-03-12 14:32:00,+886-903-886-076,"假投資,資金盤",10,3491486,上班族,1
UID-a6e7e1bb,2026-03-12 21:20:00,+886-905-521-613,"正常投資諮詢,理財規劃",1,0,70+ 長者,0
UID-db7527c8,2026-03-13 05:10:00,+886-902-174-690,"假檢警,監管帳戶",1,7536922,50-69 中高齡,1
UID-44a70a25,2026-03-12 12:38:00,+886-903-884-087,"假投資,保證獲利",15,1269942,大專院校,1
UID-c70fdeec,2026-03-12 12:52:00,+886-904-215-036,"網路交友,AI濾鏡假冒",18,131085,學生,1
UID-e98396ad,2026-03-13 08:10:00,+886-905-877-608,"交易糾紛,商品瑕疵",1,15000,70+ 長者,0
UID-faa5ecc3,2026-03-13 03:31:00,+886-903-883-086,"假投資,資金盤",15,2477829,碩博士,1
UID-43b4459d,2026-03-12 14:04:00,+886-903-886-052,"假投資,虛擬貨幣,高報酬",17,4911900,50-69 中高齡,1
UID-39578c1d,2026-03-12 12:30:00,+886-902-121-580,"假冒郵局,普發現金冒領",3,4858222,50-69 中高齡,1
